행정구역,기간,인구수
부산광역시  (2600000000),2016년08월_계_70~79세,"243,602"
대구광역시  (2700000000),2016년08월_계_70~79세,"149,339"
인천광역시  (2800000000),2016년08월_계_70~79세,"145,402"
광주광역시  (2900000000),2016년08월_계_70~79세,"78,121"
대전광역시  (3000000000),2016년08월_계_70~79세,"77,158"
울산광역시  (3100000000),2016년08월_계_70~79세,"46,580"
세종특별자치시  (3600000000),2016년08월_계_70~79세,"10,704"
경기도  (4100000000),2016년08월_계_70~79세,"630,717"
강원도  (4200000000),2016년08월_계_70~79세,"132,523"
충청북도  (4300000000),2016년08월_계_70~79세,"114,111"
충청남도  (4400000000),2016년08월_계_70~79세,"158,855"
전라북도  (4500000000),2016년08월_계_70~79세,"155,122"
전라남도  (4600000000),2016년08월_계_70~79세,"189,530"
경상북도  (4700000000),2016년08월_계_70~79세,"226,178"
경상남도  (4800000000),2016년08월_계_70~79세,"216,710"
제주특별자치도  (5000000000),2016년08월_계_70~79세,"40,232"
전국  (0000000000),2016년08월_계_80~89세,"1,291,027"
서울특별시  (1100000000),2016년08월_계_80~89세,"202,274"
부산광역시  (2600000000),2016년08월_계_80~89세,"83,353"
대구광역시  (2700000000),2016년08월_계_80~89세,"56,536"
인천광역시  (2800000000),2016년08월_계_80~89세,"57,586"
광주광역시  (2900000000),2016년08월_계_80~89세,"29,739"
대전광역시  (3000000000),2016년08월_계_80~89세,"30,683"
울산광역시  (3100000000),2016년08월_계_80~89세,"16,864"
세종특별자치시  (3600000000),2016년08월_계_80~89세,"5,078"
경기도  (4100000000),2016년08월_계_80~89세,"247,135"
강원도  (4200000000),2016년08월_계_80~89세,"52,075"
충청북도  (4300000000),2016년08월_계_80~89세,"50,478"
충청남도  (4400000000),2016년08월_계_80~89세,"79,204"
전라북도  (4500000000),2016년08월_계_80~89세,"73,802"
전라남도  (4600000000),2016년08월_계_80~89세,"86,045"
경상북도  (4700000000),2016년08월_계_80~89세,"105,196"
경상남도  (4800000000),2016년08월_계_80~89세,"96,794"
제주특별자치도  (5000000000),2016년08월_계_80~89세,"18,185"
전국  (0000000000),2016년08월_계_90~99세,"172,792"
서울특별시  (1100000000),2016년08월_계_90~99세,"30,716"
부산광역시  (2600000000),2016년08월_계_90~99세,"10,087"
대구광역시  (2700000000),2016년08월_계_90~99세,"6,261"
인천광역시  (2800000000),2016년08월_계_90~99세,"8,313"
광주광역시  (2900000000),2016년08월_계_90~99세,"4,050"
대전광역시  (3000000000),2016년08월_계_90~99세,"4,027"
울산광역시  (3100000000),2016년08월_계_90~99세,"2,162"
세종특별자치시  (3600000000),2016년08월_계_90~99세,660
경기도  (4100000000),2016년08월_계_90~99세,"34,493"
강원도  (4200000000),2016년08월_계_90~99세,"7,973"
충청북도  (4300000000),2016년08월_계_90~99세,"6,254"
충청남도  (4400000000),2016년08월_계_90~99세,"9,766"
전라북도  (4500000000),2016년08월_계_90~99세,"9,055"
전라남도  (4600000000),2016년08월_계_90~99세,"11,272"
경상북도  (4700000000),2016년08월_계_90~99세,"13,177"
경상남도  (4800000000),2016년08월_계_90~99세,"11,427"
제주특별자치도  (5000000000),2016년08월_계_90~99세,"3,099"
전국  (0000000000),2016년08월_계_100세 이상,"17,188"
서울특별시  (1100000000),2016년08월_계_100세 이상,"5,347"
부산광역시  (2600000000),2016년08월_계_100세 이상,"1,559"
대구광역시  (2700000000),2016년08월_계_100세 이상,577
인천광역시  (2800000000),2016년08월_계_100세 이상,743
광주광역시  (2900000000),2016년08월_계_100세 이상,348
대전광역시  (3000000000),2016년08월_계_100세 이상,316
울산광역시  (3100000000),2016년08월_계_100세 이상,137
세종특별자치시  (3600000000),2016년08월_계_100세 이상,46
경기도  (4100000000),2016년08월_계_100세 이상,"3,218"
강원도  (4200000000),2016년08월_계_100세 이상,637
충청북도  (4300000000),2016년08월_계_100세 이상,465
충청남도  (4400000000),2016년08월_계_100세 이상,720
전라북도  (4500000000),2016년08월_계_100세 이상,690
전라남도  (4600000000),2016년08월_계_100세 이상,754
경상북도  (4700000000),2016년08월_계_100세 이상,796
경상남도  (4800000000),2016년08월_계_100세 이상,618
제주특별자치도  (5000000000),2016년08월_계_100세 이상,217
전국  (0000000000),2016년09월_계_총인구수,"51,664,244"
서울특별시  (1100000000),2016년09월_계_총인구수,"9,964,291"
부산광역시  (2600000000),2016년09월_계_총인구수,"3,505,821"
대구광역시  (2700000000),2016년09월_계_총인구수,"2,485,692"
인천광역시  (2800000000),2016년09월_계_총인구수,"2,940,436"
광주광역시  (2900000000),2016년09월_계_총인구수,"1,472,379"
대전광역시  (3000000000),2016년09월_계_총인구수,"1,516,241"
울산광역시  (3100000000),2016년09월_계_총인구수,"1,172,965"
세종특별자치시  (3600000000),2016년09월_계_총인구수,"236,134"
경기도  (4100000000),2016년09월_계_총인구수,"12,666,278"
강원도  (4200000000),2016년09월_계_총인구수,"1,549,483"
충청북도  (4300000000),2016년09월_계_총인구수,"1,588,548"
충청남도  (4400000000),2016년09월_계_총인구수,"2,089,831"
전라북도  (4500000000),2016년09월_계_총인구수,"1,864,729"
전라남도  (4600000000),2016년09월_계_총인구수,"1,902,077"
경상북도  (4700000000),2016년09월_계_총인구수,"2,701,445"
경상남도  (4800000000),2016년09월_계_총인구수,"3,369,695"
제주특별자치도  (5000000000),2016년09월_계_총인구수,"638,199"
전국  (0000000000),2016년09월_계_연령구간인구수,"51,664,244"
서울특별시  (1100000000),2016년09월_계_연령구간인구수,"9,964,291"
부산광역시  (2600000000),2016년09월_계_연령구간인구수,"3,505,821"
대구광역시  (2700000000),2016년09월_계_연령구간인구수,"2,485,692"
인천광역시  (2800000000),2016년09월_계_연령구간인구수,"2,940,436"
광주광역시  (2900000000),2016년09월_계_연령구간인구수,"1,472,379"
대전광역시  (3000000000),2016년09월_계_연령구간인구수,"1,516,241"
울산광역시  (3100000000),2016년09월_계_연령구간인구수,"1,172,965"
세종특별자치시  (3600000000),2016년09월_계_연령구간인구수,"236,134"
경기도  (4100000000),2016년09월_계_연령구간인구수,"12,666,278"
강원도  (4200000000),2016년09월_계_연령구간인구수,"1,549,483"
충청북도  (4300000000),2016년09월_계_연령구간인구수,"1,588,548"
충청남도  (4400000000),2016년09월_계_연령구간인구수,"2,089,831"
전라북도  (4500000000),2016년09월_계_연령구간인구수,"1,864,729"
전라남도  (4600000000),2016년09월_계_연령구간인구수,"1,902,077"
경상북도  (4700000000),2016년09월_계_연령구간인구수,"2,701,445"
경상남도  (4800000000),2016년09월_계_연령구간인구수,"3,369,695"
제주특별자치도  (5000000000),2016년09월_계_연령구간인구수,"638,199"
전국  (0000000000),2016년09월_계_0~9세,"4,580,953"
서울특별시  (1100000000),2016년09월_계_0~9세,"768,322"
부산광역시  (2600000000),2016년09월_계_0~9세,"267,983"
대구광역시  (2700000000),2016년09월_계_0~9세,"207,382"
인천광역시  (2800000000),2016년09월_계_0~9세,"270,701"
광주광역시  (2900000000),2016년09월_계_0~9세,"141,766"
대전광역시  (3000000000),2016년09월_계_0~9세,"142,806"
울산광역시  (3100000000),2016년09월_계_0~9세,"116,233"
세종특별자치시  (3600000000),2016년09월_계_0~9세,"33,936"
경기도  (4100000000),2016년09월_계_0~9세,"1,252,026"
강원도  (4200000000),2016년09월_계_0~9세,"121,952"
충청북도  (4300000000),2016년09월_계_0~9세,"141,791"
충청남도  (4400000000),2016년09월_계_0~9세,"197,239"
전라북도  (4500000000),2016년09월_계_0~9세,"158,010"
전라남도  (4600000000),2016년09월_계_0~9세,"157,172"
경상북도  (4700000000),2016년09월_계_0~9세,"223,223"
경상남도  (4800000000),2016년09월_계_0~9세,"316,198"
제주특별자치도  (5000000000),2016년09월_계_0~9세,"64,213"
전국  (0000000000),2016년09월_계_10~19세,"5,541,832"
서울특별시  (1100000000),2016년09월_계_10~19세,"947,475"
부산광역시  (2600000000),2016년09월_계_10~19세,"330,282"
대구광역시  (2700000000),2016년09월_계_10~19세,"277,951"
인천광역시  (2800000000),2016년09월_계_10~19세,"314,471"
광주광역시  (2900000000),2016년09월_계_10~19세,"189,999"
대전광역시  (3000000000),2016년09월_계_10~19세,"178,101"
울산광역시  (3100000000),2016년09월_계_10~19세,"134,478"
세종특별자치시  (3600000000),2016년09월_계_10~19세,"26,311"
경기도  (4100000000),2016년09월_계_10~19세,"1,452,867"
강원도  (4200000000),2016년09월_계_10~19세,"165,171"
충청북도  (4300000000),2016년09월_계_10~19세,"173,635"
충청남도  (4400000000),2016년09월_계_10~19세,"223,982"
전라북도  (4500000000),2016년09월_계_10~19세,"209,773"
전라남도  (4600000000),2016년09월_계_10~19세,"202,014"
경상북도  (4700000000),2016년09월_계_10~19세,"267,521"
경상남도  (4800000000),2016년09월_계_10~19세,"371,637"
제주특별자치도  (5000000000),2016년09월_계_10~19세,"76,164"
전국  (0000000000),2016년09월_계_20~29세,"6,740,104"
서울특별시  (1100000000),2016년09월_계_20~29세,"1,447,597"
부산광역시  (2600000000),2016년09월_계_20~29세,"456,018"
대구광역시  (2700000000),2016년09월_계_20~29세,"329,712"
인천광역시  (2800000000),2016년09월_계_20~29세,"405,483"
광주광역시  (2900000000),2016년09월_계_20~29세,"201,589"
대전광역시  (3000000000),2016년09월_계_20~29세,"212,885"
울산광역시  (3100000000),2016년09월_계_20~29세,"158,702"
세종특별자치시  (3600000000),2016년09월_계_20~29세,"25,611"
경기도  (4100000000),2016년09월_계_20~29세,"1,673,253"
강원도  (4200000000),2016년09월_계_20~29세,"183,822"
충청북도  (4300000000),2016년09월_계_20~29세,"197,392"
충청남도  (4400000000),2016년09월_계_20~29세,"244,278"
전라북도  (4500000000),2016년09월_계_20~29세,"218,483"
전라남도  (4600000000),2016년09월_계_20~29세,"204,841"
경상북도  (4700000000),2016년09월_계_20~29세,"308,368"
경상남도  (4800000000),2016년09월_계_20~29세,"396,136"
제주특별자치도  (5000000000),2016년09월_계_20~29세,"75,934"
전국  (0000000000),2016년09월_계_30~39세,"7,579,392"
서울특별시  (1100000000),2016년09월_계_30~39세,"1,636,492"
부산광역시  (2600000000),2016년09월_계_30~39세,"488,149"
대구광역시  (2700000000),2016년09월_계_30~39세,"336,436"
인천광역시  (2800000000),2016년09월_계_30~39세,"452,643"
광주광역시  (2900000000),2016년09월_계_30~39세,"216,190"
대전광역시  (3000000000),2016년09월_계_30~39세,"224,664"
울산광역시  (3100000000),2016년09월_계_30~39세,"178,566"
세종특별자치시  (3600000000),2016년09월_계_30~39세,"44,875"
경기도  (4100000000),2016년09월_계_30~39세,"1,959,321"
강원도  (4200000000),2016년09월_계_30~39세,"186,600"
충청북도  (4300000000),2016년09월_계_30~39세,"213,686"
충청남도  (4400000000),2016년09월_계_30~39세,"295,342"
전라북도  (4500000000),2016년09월_계_30~39세,"227,506"
전라남도  (4600000000),2016년09월_계_30~39세,"220,526"
경상북도  (4700000000),2016년09월_계_30~39세,"342,098"
경상남도  (4800000000),2016년09월_계_30~39세,"469,560"
제주특별자치도  (5000000000),2016년09월_계_30~39세,"86,738"
전국  (0000000000),2016년09월_계_40~49세,"8,803,308"
서울특별시  (1100000000),2016년09월_계_40~49세,"1,682,678"
부산광역시  (2600000000),2016년09월_계_40~49세,"560,034"
대구광역시  (2700000000),2016년09월_계_40~49세,"432,411"
인천광역시  (2800000000),2016년09월_계_40~49세,"512,809"
광주광역시  (2900000000),2016년09월_계_40~49세,"256,645"
대전광역시  (3000000000),2016년09월_계_40~49세,"264,785"
울산광역시  (3100000000),2016년09월_계_40~49세,"207,567"
세종특별자치시  (3600000000),2016년09월_계_40~49세,"42,795"
경기도  (4100000000),2016년09월_계_40~49세,"2,307,997"
강원도  (4200000000),2016년09월_계_40~49세,"247,192"
충청북도  (4300000000),2016년09월_계_40~49세,"259,909"
충청남도  (4400000000),2016년09월_계_40~49세,"334,717"
전라북도  (4500000000),2016년09월_계_40~49세,"296,522"
전라남도  (4600000000),2016년09월_계_40~49세,"287,108"
경상북도  (4700000000),2016년09월_계_40~49세,"423,125"
경상남도  (4800000000),2016년09월_계_40~49세,"574,892"
제주특별자치도  (5000000000),2016년09월_계_40~49세,"112,122"
전국  (0000000000),2016년09월_계_50~59세,"8,402,797"
서울특별시  (1100000000),2016년09월_계_50~59세,"1,575,291"
부산광역시  (2600000000),2016년09월_계_50~59세,"613,615"
대구광역시  (2700000000),2016년09월_계_50~59세,"422,004"
인천광역시  (2800000000),2016년09월_계_50~59세,"501,030"
광주광역시  (2900000000),2016년09월_계_50~59세,"221,934"
대전광역시  (3000000000),2016년09월_계_50~59세,"238,878"
울산광역시  (3100000000),2016년09월_계_50~59세,"204,467"
세종특별자치시  (3600000000),2016년09월_계_50~59세,"28,444"
경기도  (4100000000),2016년09월_계_50~59세,"2,009,504"
강원도  (4200000000),2016년09월_계_50~59세,"271,231"
충청북도  (4300000000),2016년09월_계_50~59세,"263,362"
충청남도  (4400000000),2016년09월_계_50~59세,"322,296"
전라북도  (4500000000),2016년09월_계_50~59세,"298,286"
전라남도  (4600000000),2016년09월_계_50~59세,"313,229"
경상북도  (4700000000),2016년09월_계_50~59세,"459,922"
경상남도  (4800000000),2016년09월_계_50~59세,"559,326"
제주특별자치도  (5000000000),2016년09월_계_50~59세,"99,978"
전국  (0000000000),2016년09월_계_60~69세,"5,305,289"
서울특별시  (1100000000),2016년09월_계_60~69세,"1,069,049"
부산광역시  (2600000000),2016년09월_계_60~69세,"449,407"
대구광역시  (2700000000),2016년09월_계_60~69세,"266,221"
인천광역시  (2800000000),2016년09월_계_60~69세,"270,131"
광주광역시  (2900000000),2016년09월_계_60~69세,"131,496"
대전광역시  (3000000000),2016년09월_계_60~69세,"141,492"
울산광역시  (3100000000),2016년09월_계_60~69세,"106,820"
세종특별자치시  (3600000000),2016년09월_계_60~69세,"17,626"
경기도  (4100000000),2016년09월_계_60~69세,"1,090,555"
강원도  (4200000000),2016년09월_계_60~69세,"179,716"
충청북도  (4300000000),2016년09월_계_60~69세,"167,062"
충청남도  (4400000000),2016년09월_계_60~69세,"222,905"
전라북도  (4500000000),2016년09월_계_60~69세,"216,711"
전라남도  (4600000000),2016년09월_계_60~69세,"229,061"
경상북도  (4700000000),2016년09월_계_60~69세,"331,101"
경상남도  (4800000000),2016년09월_계_60~69세,"354,901"
제주특별자치도  (5000000000),2016년09월_계_60~69세,"61,035"
전국  (0000000000),2016년09월_계_70~79세,"3,221,102"
서울특별시  (1100000000),2016년09월_계_70~79세,"597,742"
부산광역시  (2600000000),2016년09월_계_70~79세,"244,812"
대구광역시  (2700000000),2016년09월_계_70~79세,"149,874"
인천광역시  (2800000000),2016년09월_계_70~79세,"146,097"
광주광역시  (2900000000),2016년09월_계_70~79세,"78,471"
대전광역시  (3000000000),2016년09월_계_70~79세,"77,408"
울산광역시  (3100000000),2016년09월_계_70~79세,"46,910"
세종특별자치시  (3600000000),2016년09월_계_70~79세,"10,727"
경기도  (4100000000),2016년09월_계_70~79세,"633,657"
강원도  (4200000000),2016년09월_계_70~79세,"132,707"
충청북도  (4300000000),2016년09월_계_70~79세,"114,215"
충청남도  (4400000000),2016년09월_계_70~79세,"158,896"
전라북도  (4500000000),2016년09월_계_70~79세,"155,466"
전라남도  (4600000000),2016년09월_계_70~79세,"189,794"
경상북도  (4700000000),2016년09월_계_70~79세,"226,380"
경상남도  (4800000000),2016년09월_계_70~79세,"217,528"
제주특별자치도  (5000000000),2016년09월_계_70~79세,"40,418"
전국  (0000000000),2016년09월_계_80~89세,"1,298,530"
서울특별시  (1100000000),2016년09월_계_80~89세,"203,421"
부산광역시  (2600000000),2016년09월_계_80~89세,"83,849"
대구광역시  (2700000000),2016년09월_계_80~89세,"56,832"
인천광역시  (2800000000),2016년09월_계_80~89세,"57,978"
광주광역시  (2900000000),2016년09월_계_80~89세,"29,861"
대전광역시  (3000000000),2016년09월_계_80~89세,"30,865"
울산광역시  (3100000000),2016년09월_계_80~89세,"16,916"
세종특별자치시  (3600000000),2016년09월_계_80~89세,"5,098"
경기도  (4100000000),2016년09월_계_80~89세,"249,066"
강원도  (4200000000),2016년09월_계_80~89세,"52,442"
충청북도  (4300000000),2016년09월_계_80~89세,"50,751"
충청남도  (4400000000),2016년09월_계_80~89세,"79,627"
전라북도  (4500000000),2016년09월_계_80~89세,"74,181"
전라남도  (4600000000),2016년09월_계_80~89세,"86,312"
경상북도  (4700000000),2016년09월_계_80~89세,"105,708"
경상남도  (4800000000),2016년09월_계_80~89세,"97,340"
제주특별자치도  (5000000000),2016년09월_계_80~89세,"18,283"
전국  (0000000000),2016년09월_계_90~99세,"173,623"
서울특별시  (1100000000),2016년09월_계_90~99세,"30,860"
부산광역시  (2600000000),2016년09월_계_90~99세,"10,107"
대구광역시  (2700000000),2016년09월_계_90~99세,"6,285"
인천광역시  (2800000000),2016년09월_계_90~99세,"8,343"
광주광역시  (2900000000),2016년09월_계_90~99세,"4,073"
대전광역시  (3000000000),2016년09월_계_90~99세,"4,038"
울산광역시  (3100000000),2016년09월_계_90~99세,"2,169"
세종특별자치시  (3600000000),2016년09월_계_90~99세,663
경기도  (4100000000),2016년09월_계_90~99세,"34,776"
강원도  (4200000000),2016년09월_계_90~99세,"8,007"
충청북도  (4300000000),2016년09월_계_90~99세,"6,272"
충청남도  (4400000000),2016년09월_계_90~99세,"9,824"
전라북도  (4500000000),2016년09월_계_90~99세,"9,097"
전라남도  (4600000000),2016년09월_계_90~99세,"11,264"
경상북도  (4700000000),2016년09월_계_90~99세,"13,200"
경상남도  (4800000000),2016년09월_계_90~99세,"11,551"
제주특별자치도  (5000000000),2016년09월_계_90~99세,"3,094"
전국  (0000000000),2016년09월_계_100세 이상,"17,314"
서울특별시  (1100000000),2016년09월_계_100세 이상,"5,364"
부산광역시  (2600000000),2016년09월_계_100세 이상,"1,565"
대구광역시  (2700000000),2016년09월_계_100세 이상,584
인천광역시  (2800000000),2016년09월_계_100세 이상,750
광주광역시  (2900000000),2016년09월_계_100세 이상,355
대전광역시  (3000000000),2016년09월_계_100세 이상,319
울산광역시  (3100000000),2016년09월_계_100세 이상,137
세종특별자치시  (3600000000),2016년09월_계_100세 이상,48
경기도  (4100000000),2016년09월_계_100세 이상,"3,256"
강원도  (4200000000),2016년09월_계_100세 이상,643
충청북도  (4300000000),2016년09월_계_100세 이상,473
충청남도  (4400000000),2016년09월_계_100세 이상,725
전라북도  (4500000000),2016년09월_계_100세 이상,694
전라남도  (4600000000),2016년09월_계_100세 이상,756
경상북도  (4700000000),2016년09월_계_100세 이상,799
경상남도  (4800000000),2016년09월_계_100세 이상,626
제주특별자치도  (5000000000),2016년09월_계_100세 이상,220
전국  (0000000000),2016년10월_계_총인구수,"51,677,054"
서울특별시  (1100000000),2016년10월_계_총인구수,"9,954,791"
부산광역시  (2600000000),2016년10월_계_총인구수,"3,503,789"
대구광역시  (2700000000),2016년10월_계_총인구수,"2,485,484"
인천광역시  (2800000000),2016년10월_계_총인구수,"2,941,793"
광주광역시  (2900000000),2016년10월_계_총인구수,"1,471,911"
대전광역시  (3000000000),2016년10월_계_총인구수,"1,515,787"
울산광역시  (3100000000),2016년10월_계_총인구수,"1,173,178"
세종특별자치시  (3600000000),2016년10월_계_총인구수,"238,533"
경기도  (4100000000),2016년10월_계_총인구수,"12,683,730"
강원도  (4200000000),2016년10월_계_총인구수,"1,550,021"
충청북도  (4300000000),2016년10월_계_총인구수,"1,589,268"
충청남도  (4400000000),2016년10월_계_총인구수,"2,091,626"
전라북도  (4500000000),2016년10월_계_총인구수,"1,864,043"
전라남도  (4600000000),2016년10월_계_총인구수,"1,902,022"
경상북도  (4700000000),2016년10월_계_총인구수,"2,700,957"
경상남도  (4800000000),2016년10월_계_총인구수,"3,370,815"
제주특별자치도  (5000000000),2016년10월_계_총인구수,"639,306"
전국  (0000000000),2016년10월_계_연령구간인구수,"51,677,054"
서울특별시  (1100000000),2016년10월_계_연령구간인구수,"9,954,791"
부산광역시  (2600000000),2016년10월_계_연령구간인구수,"3,503,789"
대구광역시  (2700000000),2016년10월_계_연령구간인구수,"2,485,484"
인천광역시  (2800000000),2016년10월_계_연령구간인구수,"2,941,793"
광주광역시  (2900000000),2016년10월_계_연령구간인구수,"1,471,911"
대전광역시  (3000000000),2016년10월_계_연령구간인구수,"1,515,787"
울산광역시  (3100000000),2016년10월_계_연령구간인구수,"1,173,178"
세종특별자치시  (3600000000),2016년10월_계_연령구간인구수,"238,533"
경기도  (4100000000),2016년10월_계_연령구간인구수,"12,683,730"
강원도  (4200000000),2016년10월_계_연령구간인구수,"1,550,021"
충청북도  (4300000000),2016년10월_계_연령구간인구수,"1,589,268"
충청남도  (4400000000),2016년10월_계_연령구간인구수,"2,091,626"
전라북도  (4500000000),2016년10월_계_연령구간인구수,"1,864,043"
전라남도  (4600000000),2016년10월_계_연령구간인구수,"1,902,022"
경상북도  (4700000000),2016년10월_계_연령구간인구수,"2,700,957"
경상남도  (4800000000),2016년10월_계_연령구간인구수,"3,370,815"
제주특별자치도  (5000000000),2016년10월_계_연령구간인구수,"639,306"
전국  (0000000000),2016년10월_계_0~9세,"4,575,391"
서울특별시  (1100000000),2016년10월_계_0~9세,"765,964"
부산광역시  (2600000000),2016년10월_계_0~9세,"267,745"
대구광역시  (2700000000),2016년10월_계_0~9세,"207,088"
인천광역시  (2800000000),2016년10월_계_0~9세,"270,281"
광주광역시  (2900000000),2016년10월_계_0~9세,"141,430"
대전광역시  (3000000000),2016년10월_계_0~9세,"142,546"
울산광역시  (3100000000),2016년10월_계_0~9세,"116,225"
세종특별자치시  (3600000000),2016년10월_계_0~9세,"34,321"
경기도  (4100000000),2016년10월_계_0~9세,"1,251,487"
강원도  (4200000000),2016년10월_계_0~9세,"121,690"
충청북도  (4300000000),2016년10월_계_0~9세,"141,619"
충청남도  (4400000000),2016년10월_계_0~9세,"197,235"
전라북도  (4500000000),2016년10월_계_0~9세,"157,719"
전라남도  (4600000000),2016년10월_계_0~9세,"157,045"
경상북도  (4700000000),2016년10월_계_0~9세,"222,895"
경상남도  (4800000000),2016년10월_계_0~9세,"315,870"
제주특별자치도  (5000000000),2016년10월_계_0~9세,"64,231"
전국  (0000000000),2016년10월_계_10~19세,"5,519,802"
서울특별시  (1100000000),2016년10월_계_10~19세,"942,620"
부산광역시  (2600000000),2016년10월_계_10~19세,"328,490"
대구광역시  (2700000000),2016년10월_계_10~19세,"276,545"
인천광역시  (2800000000),2016년10월_계_10~19세,"313,281"
광주광역시  (2900000000),2016년10월_계_10~19세,"189,203"
대전광역시  (3000000000),2016년10월_계_10~19세,"177,368"
울산광역시  (3100000000),2016년10월_계_10~19세,"133,859"
세종특별자치시  (3600000000),2016년10월_계_10~19세,"26,557"
경기도  (4100000000),2016년10월_계_10~19세,"1,448,441"
강원도  (4200000000),2016년10월_계_10~19세,"164,638"
충청북도  (4300000000),2016년10월_계_10~19세,"173,014"
충청남도  (4400000000),2016년10월_계_10~19세,"223,389"
전라북도  (4500000000),2016년10월_계_10~19세,"208,870"
전라남도  (4600000000),2016년10월_계_10~19세,"201,085"
경상북도  (4700000000),2016년10월_계_10~19세,"266,408"
경상남도  (4800000000),2016년10월_계_10~19세,"370,110"
제주특별자치도  (5000000000),2016년10월_계_10~19세,"75,924"
전국  (0000000000),2016년10월_계_20~29세,"6,748,384"
서울특별시  (1100000000),2016년10월_계_20~29세,"1,446,707"
부산광역시  (2600000000),2016년10월_계_20~29세,"455,887"
대구광역시  (2700000000),2016년10월_계_20~29세,"330,202"
인천광역시  (2800000000),2016년10월_계_20~29세,"406,140"
광주광역시  (2900000000),2016년10월_계_20~29세,"201,895"
대전광역시  (3000000000),2016년10월_계_20~29세,"212,968"
울산광역시  (3100000000),2016년10월_계_20~29세,"158,750"
세종특별자치시  (3600000000),2016년10월_계_20~29세,"25,858"
경기도  (4100000000),2016년10월_계_20~29세,"1,677,739"
강원도  (4200000000),2016년10월_계_20~29세,"184,418"
충청북도  (4300000000),2016년10월_계_20~29세,"197,604"
충청남도  (4400000000),2016년10월_계_20~29세,"244,805"
전라북도  (4500000000),2016년10월_계_20~29세,"218,699"
전라남도  (4600000000),2016년10월_계_20~29세,"205,164"
경상북도  (4700000000),2016년10월_계_20~29세,"308,443"
경상남도  (4800000000),2016년10월_계_20~29세,"396,938"
제주특별자치도  (5000000000),2016년10월_계_20~29세,"76,167"
전국  (0000000000),2016년10월_계_30~39세,"7,570,099"
서울특별시  (1100000000),2016년10월_계_30~39세,"1,632,960"
부산광역시  (2600000000),2016년10월_계_30~39세,"487,137"
대구광역시  (2700000000),2016년10월_계_30~39세,"335,652"
인천광역시  (2800000000),2016년10월_계_30~39세,"452,136"
광주광역시  (2900000000),2016년10월_계_30~39세,"215,321"
대전광역시  (3000000000),2016년10월_계_30~39세,"224,352"
울산광역시  (3100000000),2016년10월_계_30~39세,"178,394"
세종특별자치시  (3600000000),2016년10월_계_30~39세,"45,382"
경기도  (4100000000),2016년10월_계_30~39세,"1,959,486"
강원도  (4200000000),2016년10월_계_30~39세,"186,326"
충청북도  (4300000000),2016년10월_계_30~39세,"213,468"
충청남도  (4400000000),2016년10월_계_30~39세,"295,303"
전라북도  (4500000000),2016년10월_계_30~39세,"227,002"
전라남도  (4600000000),2016년10월_계_30~39세,"220,115"
경상북도  (4700000000),2016년10월_계_30~39세,"341,372"
경상남도  (4800000000),2016년10월_계_30~39세,"468,957"
제주특별자치도  (5000000000),2016년10월_계_30~39세,"86,736"
전국  (0000000000),2016년10월_계_40~49세,"8,795,490"
서울특별시  (1100000000),2016년10월_계_40~49세,"1,680,343"
부산광역시  (2600000000),2016년10월_계_40~49세,"559,154"
대구광역시  (2700000000),2016년10월_계_40~49세,"431,872"
인천광역시  (2800000000),2016년10월_계_40~49세,"512,331"
광주광역시  (2900000000),2016년10월_계_40~49세,"256,465"
대전광역시  (3000000000),2016년10월_계_40~49세,"264,465"
울산광역시  (3100000000),2016년10월_계_40~49세,"207,205"
세종특별자치시  (3600000000),2016년10월_계_40~49세,"43,237"
경기도  (4100000000),2016년10월_계_40~49세,"2,308,302"
강원도  (4200000000),2016년10월_계_40~49세,"246,632"
충청북도  (4300000000),2016년10월_계_40~49세,"259,612"
충청남도  (4400000000),2016년10월_계_40~49세,"334,711"
전라북도  (4500000000),2016년10월_계_40~49세,"295,830"
전라남도  (4600000000),2016년10월_계_40~49세,"286,626"
경상북도  (4700000000),2016년10월_계_40~49세,"422,290"
경상남도  (4800000000),2016년10월_계_40~49세,"574,217"
제주특별자치도  (5000000000),2016년10월_계_40~49세,"112,198"
전국  (0000000000),2016년10월_계_50~59세,"8,408,528"
서울특별시  (1100000000),2016년10월_계_50~59세,"1,573,336"
부산광역시  (2600000000),2016년10월_계_50~59세,"612,345"
대구광역시  (2700000000),2016년10월_계_50~59세,"422,059"
인천광역시  (2800000000),2016년10월_계_50~59세,"501,563"
광주광역시  (2900000000),2016년10월_계_50~59세,"222,322"
대전광역시  (3000000000),2016년10월_계_50~59세,"238,843"
울산광역시  (3100000000),2016년10월_계_50~59세,"204,754"
세종특별자치시  (3600000000),2016년10월_계_50~59세,"28,732"
경기도  (4100000000),2016년10월_계_50~59세,"2,014,756"
강원도  (4200000000),2016년10월_계_50~59세,"271,441"
충청북도  (4300000000),2016년10월_계_50~59세,"263,777"
충청남도  (4400000000),2016년10월_계_50~59세,"322,608"
전라북도  (4500000000),2016년10월_계_50~59세,"298,412"
전라남도  (4600000000),2016년10월_계_50~59세,"313,572"
경상북도  (4700000000),2016년10월_계_50~59세,"459,891"
경상남도  (4800000000),2016년10월_계_50~59세,"559,755"
제주특별자치도  (5000000000),2016년10월_계_50~59세,"100,362"
전국  (0000000000),2016년10월_계_60~69세,"5,331,633"
서울특별시  (1100000000),2016년10월_계_60~69세,"1,071,842"
부산광역시  (2600000000),2016년10월_계_60~69세,"451,348"
